"appId","title","abstract","origin","background","citedBy","citations","filingDate"
"US7899760B2","Systems, methods and apparatus for quiesence of autonomic systems with self action","An augmented expander cycle rocket engine includes first and second turbopumps for respectively pumping fuel and oxidizer. A gas-generator receives a first portion of fuel output from the first turbopump and a first portion of oxidizer output from the second turbopump to ignite and discharge heated gas. A heat exchanger close-coupled to the gas-generator receives in a first conduit the discharged heated gas, and transfers heat to an adjacent second conduit carrying fuel exiting the cooling passages of a primary combustion chamber. Heat is transferred to the fuel passing through the cooling passages. The heated fuel enters the second conduit of the heat exchanger to absorb more heat from the first conduit, and then flows to drive a turbine of one or both of the turbopumps. The arrangement prevents the turbopumps exposure to combusted gas that could freeze in the turbomachinery and cause catastrophic failure upon attempted engine restart.
  ","This application claims the benefit of U.S. Provisional Application Ser. No. 60/811,149 filed May 15, 2006, under 35 U.S.C. 119(e). This application also claims, under 35 U.S.C. 120, the benefit of, and is a continuation-in-part to, co-pending U.S. application Ser. No. 11/426,853, filed Jun. 27, 2006, entitled “SYSTEMS, METHODS AND APPARATUS OF SELF-PROPERTIES FOR AN AUTONOMOUS AND AUTOMATIC COMPUTER ENVIRONMENT,” which claims the benefit of U.S. Provisional Application Ser. No. 60/662,990 filed Jun. 27, 2005 under 35 U.S.C. 119(e), and which is a continuation-in-part to co-pending U.S. Original application Ser. No. 11/251,538, filed Sep. 29, 2005, entitled “SYSTEM AND METHOD FOR MANAGING AUTONOMOUS ENTITIES THROUGH APOPTOSIS,” which claims the benefit of U.S. Provisional Application Ser. No. 60/634,459 filed Dec. 7, 2004 under 35 U.S.C. 119(e).","This invention relates generally to artificial intelligence and, more particularly, to architecture for collective interactions between autonomous entities.","2","2","2004-12-07"
"US7900436B2","Gas-generator augmented expander cycle rocket engine","An electrospinning system using a spinneret and a counter electrode is first operated for a fixed amount of time at known system and operational parameters to generate a fiber mat having a measured fiber mat width associated therewith. Next, acceleration of the fiberizable material at the spinneret is modeled to determine values of mass, drag, and surface tension associated with the fiberizable material at the spinneret output. The model is then applied in an inversion process to generate predicted values of an electric charge at the spinneret output and an electric field between the spinneret and electrode required to fabricate a selected fiber mat design. The electric charge and electric field are indicative of design values for system and operational parameters needed to fabricate the selected fiber mat design.
  ","This invention was made by an employee of the United States Government and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties.","The present invention relates to rocket engines. More particularly, the invention relates to upper stage, restart capable, highly reliable rocket engines.","5","19","2007-07-20"
"US7901611B2","Method for predicting and optimizing system parameters for electrospinning system","A wireless system for collecting data indicative of a tire's characteristics uses at least one open-circuit electrical conductor in a tire. The conductor is shaped such that it can store electrical and magnetic energy. In the presence of a time-varying magnetic field, the conductor resonates to generate a harmonic response having a frequency, amplitude and bandwidth. A magnetic field response recorder is used to (i) wirelessly transmit the time-varying magnetic field to the conductor, and (ii) wirelessly detect the harmonic response and the frequency, amplitude and bandwidth, associated therewith. The recorder is adapted to be positioned in a location that is fixed with respect to the tire as the tire rotates.
  ","This invention was made by an employee of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor. Pursuant to 35 U.S.C. §119, the benefit of priority from provisional application 60/990,673, with a filing date of Nov. 28, 2007, is claimed for this non-provisional application, and the specification thereof is incorporated in its entirety herein by reference.","This invention relates to electrospinning. More specifically, the invention is a method of predicting as well as optimizing various parameters for an electrospinning system using a single exemplary test run of the system.","0","27","2007-11-28"
"US7902815B2","Wireless system and method for collecting motion and non-motion related data of a rotating system","A method for multi-objective fault accommodation using predictive modeling is disclosed. The method includes using a simulated machine that simulates a faulted actual machine, and using a simulated controller that simulates an actual controller. A multi-objective optimization process is performed, based on specified control settings for the simulated controller and specified operational scenarios for the simulated machine controlled by the simulated controller, to generate a Pareto frontier-based solution space relating performance of the simulated machine to settings of the simulated controller, including adjustment to the operational scenarios to represent a fault condition of the simulated machine. Control settings of the actual controller are adjusted, represented by the simulated controller, for controlling the actual machine, represented by the simulated machine, in response to a fault condition of the actual machine, based on the Pareto frontier-based solution space, to maximize desirable operational conditions and minimize undesirable operational conditions while operating the actual machine in a region of the solution space defined by the Pareto frontier.
  ","The invention was made in part by an employee of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","This invention relates to wireless sensing systems. More specifically, the invention is a wireless system for collecting data that can be used to determine multiple characteristics associated with a non-conductive rotating system such as tires, pulleys, propellers, etc. Collected data can be used to determine, for example, rotational speed, temperature of the rotating system, rotational direction, and conditions during manufacturing and/or rotational operation.","3","27","2007-09-18"
"US7904282B2","Method and system for fault accommodation of machines","Systems, methods and apparatus are provided through which in some embodiments an autonomic environmental safety device may be quiesced. In at least one embodiment, a method for managing an autonomic safety device, such as a smoke detector, based on functioning state and operating status of the autonomic safety device includes processing received signals from the autonomic safety device to obtain an analysis of the condition of the autonomic safety device, generating one or more stay-awake signals based on the functioning status and the operating state of the autonomic safety device, transmitting the stay-awake signal, transmitting self health/urgency data, and transmitting environment health/urgency data. A quiesce component of an autonomic safety device can render the autonomic safety device inactive for a specific amount of time or until a challenging situation has passed.
  ","This invention was made with Government support under contract NAS3-01135-Task#3 awarded by NASA. The Government has certain rights in this invention.","Fault accommodation is becoming an increasingly important subject for complex, fault-tolerant engineered systems, and in particular aircraft engine systems. Faults, if not suitably responded to in a timely manner, may lead to undesirable scenarios, negatively affecting operational safety. In aircraft engines there are a large number of fault root causes. Some of these faults in the high-pressure compressor (HPC) and high-pressure turbine (HPT) modules have symptoms that closely resemble highly deteriorated component states. Such faults may be accommodated by a structured manipulation of the engine control systems.","10","10","2007-03-22"
"US7904396B2","Systems, methods and apparatus for quiesence of autonomic safety devices with self action","Apparatus and methods for separating a fluid are provided. The apparatus can include a separator and a collector having an internal volume defined at least in part by one or more surfaces narrowing toward a bottom portion of the volume. The separator can include an exit port oriented toward the bottom portion of the volume. The internal volume can receive a fluid expelled from the separator into a flow path in the collector and the flow path can include at least two directional transitions within the collector.
  ","This application claims the benefit of U.S. Provisional Application Ser. No. 60/789,629 filed Mar. 8, 2006 under 35 U.S.C. 119(e). This application also claims, under 35 U.S.C. 120, the benefit of, and is a continuation-in-part to, co-pending U.S. Original application Ser. No. 11/533,855 filed Sep. 21, 2006, entitled “SYSTEMS, METHODS AND APPARATUS FOR QUIESCENCE OF AUTONOMIC SYSTEMS,” which claims the benefit of U.S. Provisional Application Ser. No. 60/811,149 filed May 15, 2006 under 35 U.S.C. 119(e), which claims, under 35 U.S.C. 120, the benefit of, and is a continuation-in-part to co-pending U.S. Original application Ser. No. 11/426,853, filed Jun. 27, 2006, entitled “SYSTEMS, METHODS AND APPARATUS OF SELF-PROPERTIES FOR AN AUTONOMOUS AND AUTOMATIC COMPUTER ENVIRONMENT” which claims the benefit of U.S. Provisional Application Ser. No. 60/662,990 filed Jun. 27, 2005 under 35 U.S.C. 119(e), which claims, under 35 U.S.C. 120, the benefit of, and is a continuation-in-part to co-pending U.S. Original application Ser. No. 11/251,538, filed Sep. 29, 2005, entitled “SYSTEM AND METHOD FOR MANAGING AUTONOMOUS ENTITIES THROUGH APOPTOSIS,” which claims the benefit of U.S. Provisional Application Ser. No. 60/634,459 filed Dec. 7, 2004 under 35 U.S.C. 119(e).","This invention relates generally to artificial intelligence and, more particularly, to architecture for collective interactions between autonomous entities.","2","4","2006-03-28"
"US7905946B1","Systems and methods for separating a multiphase fluid","The present invention is directed to the effective dispersion of carbon nanotubes (CNTs) into polymer matrices. The nanocomposites are prepared using polymer matrices and exhibit a unique combination of properties, most notably, high retention of optical transparency in the visible range (i.e., 400-800 nm), electrical conductivity, and high thermal stability. By appropriate selection of the matrix resin, additional properties such as vacuum ultraviolet radiation resistance, atomic oxygen resistance, high glass transition (Tg) temperatures, and excellent toughness can be attained. The resulting nanocomposites can be used to fabricate or formulate a variety of articles such as coatings on a variety of substrates, films, foams, fibers, threads, adhesives and fiber coated prepreg. The properties of the nanocomposites can be adjusted by selection of the polymer matrix and CNT to fabricate articles that possess high optical transparency and antistatic behavior.
  ","The invention described herein was made in the performance of work under a NASA contract and is subject to the provisions of Section 305 of the National Aeronautics and Space Act of 1958, Public Law 85-568 (72 Stat. 435; 42 U.S.C. 2457).","Embodiments of the present invention generally relate to apparatus and methods for the separation of a multiphase fluid. More particularly, embodiments of the present invention relate to apparatus and methods for the separation of gas and variably wetting liquids in a fluid flow.","9","36","2008-08-12"
"US7906043B2","Electrically conductive, optically transparent polymer/carbon nanotube composites and process for preparation thereof","An optical amplifier is configured to amplify an injected seed optical pulse. The optical amplifier may include two or more gain sections coupled to form a continuous solid waveguide along a primary optical path. Each gain section may include: (i) an optical isolator forming an input to that gain section; (ii) a doped optical fiber having a first end coupled to the optical isolator and having a second end; (iii) a plurality of pump laser diodes; (iv) a controller providing drive signals to each of the plurality, the controller being configured to provide at least pulsed drive signals; and (v) an optical coupler having a first input port coupled to the second end, and a second input port coupled to the plurality and an output port.
  ","This application is a continuation of commonly-owned patent application Ser. No. 12/546,724, filed Aug. 25, 2009, which is a divisional of patent application Ser. No. 10/288,797, filed Nov. 1, 2002, now U.S. Pat. No. 7,588,699, which, pursuant to 35 U.S.C. §119, claimed the benefit of priority from provisional patent application having U.S. Ser. No. 60/336,109, filed on Nov. 2, 2001, the contents of which are incorporated herein in their entirety.","1. Field of the Invention","9","57","2001-11-02"
"US7907333B2","Optical source and apparatus for remote sensing","Systems, methods and apparatus are provided through which an apparatus located on an airfield provides information to pilots in aircraft on the ground and simultaneously gathers information on the motion and position of the aircraft for controllers.
  ","Priority is claimed under 35 U.S.C. 119(e) from U.S. Provisional Application 60/704,245 filed on Jul. 27, 2005.","This disclosure relates generally to optical amplifiers, in particular to optical sources and apparatus for remote sensing, and more particularly, to techniques for realizing high efficiency, electronically controllable optical sources for coherent radiation.","2","4","2005-07-27"
"US7908079B1","Portable runway intersection display and monitoring system","Fuel processors, methods of using fuel processors, and the like, are disclosed.
  ","This invention was made by an employee of the United States Government and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties.","Runway incursions are dangerous events at airports. Runway incursions involve an aircraft, vehicle, person, or object on the ground that creates a collision hazard or results in a loss of separation with an aircraft taking off, intending to take off, landing, or intending to land. 60% of runway incursions are caused by pilot deviations, 19% are caused by vehicle/pedestrian deviations, and 21% of runway incursions are caused by controller operational errors. The incursion rate has grown fairly steadily from 0.3 incidents per 100,000 operations in 1988 to 0.64 in 2000.","8","8","2006-09-18"
"US7909897B2","Droplet impingement chemical reactors and methods of processing fuel","A method and system are provided for sensing the position of a rotor in a hybrid stepper motor. First and second Hall sensors are positioned in a spaced-apart relationship with the first and second armatures of the rotor such that the first and second Hall sensors generate electrical outputs that are 90° out of phase with one another as the rotor rotates. The electrical outputs are adjusted relative to a reference, and the amplitude of the electrical outputs is further adjusted to account for spacing differences between the rotor and each of the first and second Hall sensors.
  ","This application claims priority to U.S. Provisional Patent Application Ser. No. 60/867,456, entitled “Fuel Impingement Planar-Array-Microreactor” filed on Nov. 28, 2006; and U.S. Provisional Patent Application Ser. No. 60/968,376, entitled “Droplet Impingement Planar-Array-Microreactor” filed on Aug. 28, 2007, each of which are hereby incorporated by reference.","Small-scale chemical reactors have many potential applications where compactness, lightweight, and portability are required. One example is in the supply of hydrogen for portable fuel cells where the transport of compressed hydrogen is not practical. Higher energy storage densities are achieved by reforming liquid fuels such as methanol and ethanol to hydrogen and feeding the fuel cell directly. Using this to power electronic devices in the 1-100 W power range such as cell phones and laptop computers clearly demands a simple, small, and low-weight design to compete with current battery technology. Such distributed chemical processing may also be advantageous in processing toxic reagents where it may be safer to produce smaller amounts on site as they are needed rather than producing, transporting, and storing them in large quantities. In addition to compactness and portability, heat and mass transport limitations become less significant at smaller scales, allowing reactions to approach their intrinsic rate and for efficient heat transfer between reactor components.","1","25","2006-11-28"
"US7911174B1","Position sensing for rotor in hybrid stepper motor","A method is provided for controlling second harmonic efficiency of laser beam interactions. A laser system generates two laser beams (e.g., a laser beam with two polarizations) for incidence on a nonlinear crystal having a preferred direction of propagation. Prior to incidence on the crystal, the beams are optically processed based on the crystal's beam separation characteristics to thereby control a position in the crystal along the preferred direction of propagation at which the beams interact.
  ","The invention described herein was made by employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","This invention relates to methods and systems for sensing rotor position. More specifically, the invention is a position sensing system and method for sensing the position of a rotor in hybrid stepper motor.","2","19","2008-02-28"
"US7912101B2","Controlling second harmonic efficiency of laser beam interactions","A micro sized multi-axis semiconductor skin friction/wall shear stress induced by fluid flow. The sensor design includes a shear/strain transduction gimble connected to a force collecting plate located at the flow boundary surface. The shear force collecting plate is interconnected by an arm to offset the tortional hinges from the fluid flow. The arm is connected to the shear force collecting plate through dual axis torsional hinges with piezoresistive torsional strain gauges. These gauges are disposed on the tortional hinges and provide a voltage output indicative of applied shear stress acting on the force collection plate proximate the flow boundary surface. Offsetting the torsional hinges creates a force concentration and resolution structure that enables the generation of a large stress on the strain gauge from small shear stress, or small displacement of the collecting plate. The design also isolates the torsional sensors from exposure to the fluid flow.
  ","Pursuant to 35 U.S.C. §119, the benefit of priority from provisional application No. 61/119,042, with a filing date of Dec. 2, 2008, is claimed for this non-provisional application.","1. Field of the Invention","1","0","2008-12-02"
"US7921731B2","Two-axis direct fluid shear stress sensor","Systems, methods and apparatus are provided through which in some embodiments a mass spectrometer micro-leak includes a number of channels fabricated by semiconductor processing tools and that includes a number of inlet holes that provide access to the channels.
  ","This application is based upon a prior filed provisional patent application Ser. No. 60/991,975 filed Dec. 3, 2007, entitled “A TWO AXIS DIRECT FLUID SHEAR STRESS SENSOR SUITED FOR AERODYNAMIC APPLICATIONS”, the entire subject matter of which is incorporated herein by reference.","1. Field of the Invention","4","15","2007-12-03"
"US7922920B2","Systems, methods, and apparatus of a low conductance silicon micro-leak for mass spectrometer inlet","A system for shielding personnel and/or equipment from radiation particles. In one embodiment, a first substrate is connected to a first array or perpendicularly oriented metal-like fingers, and a second, electrically conducting substrate has an array of carbon nanostructure (CNS) fingers, coated with an electro-active polymer extending toward, but spaced apart from, the first substrate fingers. An electric current and electric charge discharge and dissipation system, connected to the second substrate, receives a current and/or voltage pulse initially generated when the first substrate receives incident radiation. In another embodiment, an array of CNSs is immersed in a first layer of hydrogen-rich polymers and in a second layer of metal-like material. In another embodiment, a one- or two-dimensional assembly of fibers containing CNSs embedded in a metal-like matrix serves as a radiation-protective fabric or body covering.
  ","This application claims the benefit of U.S. Provisional Application Ser. No. 60/891,846, filed Feb. 27, 2007 under 35 U.S.C. 119(e).","This invention relates generally to sampling gases, and more particularly to sampling atmospheres.","3","13","2007-02-27"
"US7923709B1","Radiation shielding systems using nanotechnology","A nonvolatile nanoionic switch is disclosed. A thin layer of chalcogenide glass engages a substrate and a metal selected from the group of silver and copper photo-dissolved in the chalcogenide glass. A first oxidizable electrode and a second inert electrode engage the chalcogenide glass and are spaced apart from each other forming a gap therebetween. A direct current voltage source is applied with positive polarity applied to the oxidizable electrode and negative polarity applied to the inert electrode which electrodeposits silver or copper across the gap closing the switch. Reversing the polarity of the switch dissolves the electrodeposited metal and returns it to the oxidizable electrode. A capacitor arrangement may be formed with the same structure and process.
  ","The invention described herein was made in the performance of work under a NASA contract and by an employee of the United States Government and is subject to the provisions of Public Law 96-517 (35 U.S.C. §202) and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore.","Shielding of personnel and sensitive electronic equipment on a space vehicle from radiation damage becomes more important when the space vehicle moves beyond the Earth's atmosphere for an extended time interval. Extant radiation can include gamma rays, X-rays, ultraviolet rays, neutrons, protons, pi mesons, energetic ions and electrons, among others, and several types of these radiation particles can be received simultaneously. Each type of particle has its own energy transfer characteristics and requires particular materials and apparatus for radiation protection. Simultaneous receipt of several types of such radiation makes it difficult to protect the personnel and equipment without increasing the mass of the protective apparatus beyond reasonable bounds. Further, the dominant radiation types can change as the vehicle changes its location or orientation so that prompt changes in types of protection may also be necessary.","2","4","2008-11-18"
"US7923715B2","Chalcogenide nanoionic-based radio frequency switch","A superconducting magnet includes an insulating layer disposed about the surface of a mandrel; a superconducting wire wound in adjacent turns about the mandrel to form the superconducting magnet, wherein the superconducting wire is in thermal communication with the mandrel, and the superconducting magnet has a field-to-current ratio equal to or greater than 1.1 Tesla per Ampere; a thermally conductive potting material configured to fill interstices between the adjacent turns, wherein the thermally conductive potting material and the superconducting wire provide a path for dissipation of heat; and a voltage limiting device disposed across each end of the superconducting wire, wherein the voltage limiting device is configured to prevent a voltage excursion across the superconducting wire during quench of the superconducting magnet.
  ","This application claims priority of U.S. Provisional Patent Application Ser. No. 61/120,439, filed Dec. 6, 2008.","Radio frequency switches are basic building blocks for communication and control systems and are used for multiplexing of signals to achieve system reconfigureability and dynamic control. Radio frequency switches may be used in such applications as portable/mobile/satellite communication systems (e.g. cell-phones, PDAs, laptops, phased array antennas, sensors, transceivers etc.). As communication systems approach higher data rate (Giga Bytes per second) and multi-functional operation, stringent requirements are placed on radio frequency switches. Some of these requirements include low power consumption, high reliability, high switching speed, high isolation, low insertion losses, ease of integration/implementation, as well as affordability. In particular, for 3 G (third generation) wireless phones and space-based applications, low power consumption is critical to ensure reliable, long lifetime operation on limited power supplies. MEMS or solid-state based switches which are currently used are incapable of meeting future demands due to associated disadvantages. MEMS devices utilize complicated manufacturing processes and are expensive to make. See FIG. 8, FIG. 8 is a table comparing electronic, physical and cost properties of MEMS, Solid State, and Nanoionics switches.","1","40","2008-12-06"
"US7924126B2","High field superconducting magnets","The present invention provides a light direction sensor for determining the direction of a light source. The system includes an image sensor; a spacer attached to the image sensor, and a pattern mask attached to said spacer. The pattern mask has a slit pattern that as light passes through the slit pattern it casts a diffraction pattern onto the image sensor. The method operates by receiving a beam of light onto a patterned mask, wherein the patterned mask as a plurality of a slit segments. Then, diffusing the beam of light onto an image sensor and determining the direction of the light source.
  ","The invention described herein was made by an employee of the United States Government, and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore.","Superconducting magnets are those magnets fabricated, or selected winding materials that, when operated at cryogenic temperatures, exhibit essentially zero resistance to the flow of current. Accordingly, magnetic fields can be produced and maintained with considerably less power than required for magnets of conventional construction.","2","7","2009-09-08"
"US7924415B2","Apparatus and method for a light direction sensor","Systems, methods and apparatus are provided through which in some embodiments an autonomic entity manages a system by generating one or more stay alive signals based on the functioning status and operating state of the system. In some embodiments, an evolvable synthetic neural system is operably coupled to one or more evolvable synthetic neural systems in a hierarchy. The evolvable neural interface receives and generates heartbeat monitor signals and pulse monitor signals that are used to generate a stay alive signal that is used to manage the operations of the synthetic neural system. In another embodiment an asynchronous Alice signal (Autonomic license) requiring valid credentials of an anonymous autonomous agent is initiated. An unsatisfactory Alice exchange may lead to self-destruction of the anonymous autonomous agent for self-protection.
  ","The invention described herein was made by an employee of the United States government, and may be manufactured and used by or for the government for any governmental purposes without payment of any royalties thereon or therefore.","A sun angle sensor, or simply sun sensor, is an opto-electronic device used to detect the direction from which sunlight arrives. It has always and continues to be a commonly used navigational or attitude control device for both NASA and commercial spacecraft. It can also be used, for example, on robotic rovers or other payloads performing Lunar and Martian surface exploration for sun-position based navigation and for solar attitude monitoring to help maintain robot and/or payload safety during operations.","7","9","2009-02-19"
"US7925600B2","Swarm autonomic agents with self-destruct capability","A free-space optical path of an optical interferometer is disposed in an environment of interest. A light beam is guided to the optical interferometer using a single-mode optical fiber. The light beam traverses the interferometer's optical path. The light beam guided to the optical path is combined with the light beam at the end of the optical path to define an output light. A temporal history of the output light is recorded.
  ","This application is a divisional application and claims the benefit of U.S. Non-Provisional application Ser. No. 11/251,538, filed Sep. 29, 2005.","This invention relates generally to artificial intelligence and, more particularly, to architecture for collective interactions between autonomous entities.","3","3","2004-12-07"
"US7929144B1","Optical system and method for gas detection and monitoring","A computer implemented process for simultaneously measuring the velocity of terahertz electromagnetic radiation in a dielectric material sample without prior knowledge of the thickness of the sample and for measuring the thickness of a material sample using terahertz electromagnetic radiation in a material sample without prior knowledge of the velocity of the terahertz electromagnetic radiation in the sample is disclosed and claimed. Utilizing interactive software the process evaluates, in a plurality of locations, the sample for microstructural variations and for thickness variations and maps the microstructural and thickness variations by location. A thin sheet of dielectric material may be used on top of the sample to create a dielectric mismatch. The approximate focal point of the radiation source (transceiver) is initially determined for good measurements.
  ","The invention described herein was made in the performance of work under a NASA contract and by an employee of the United States Government and is subject to the provisions of Public Law 96-517 (35 U.S.C §202) and may be manufactured and used by or for the Government for governmental purposes without the payment of any royalties thereon or therefore. In accordance with 35 U.S.C §202, the contractor elected not to retain title.","This invention relates to gas detection and monitoring. More specifically, the invention is an optical-based system and method for detecting and monitoring the presence of gas in vacuum environments such as space.","3","15","2008-12-16"
"US7933027B1","Processing waveform-based NDE","A filtering apparatus comprises a microporous membrane and an actuator. The membrane is positioned to traverse across the hollow interior of a conduit used for the transport of molecules in bulk. In one example, the pores of the membrane comprise a plurality of open-ended carbon nanotubes. The actuator comprises a transducing material such as a polyvinyledene fluoride film that is operatively positioned in contact with the membrane and is capable of propagating acoustic vibration onto the membrane at a particular frequency so as to hasten the movement of the molecules through the membrane. Similarly, a method of filtering water comprises the steps of: (a) sifting molecules of water through the membrane, the pores of the membrane comprising a plurality of carbon nanotubes; and (b) propagating acoustic vibration onto the microporous membrane at a libration frequency of ice so as to hasten movement of the water molecules within the carbon nanotubes.
  ","This application is a continuation-in-part of application Ser. No. 12/163,382 filed Jun. 27, 2008 now U.S. Pat. No. 7,876,423. The instant application and application Ser. No. 12/163,382 filed Jun. 27, 2008 have the same inventor and are commonly owned by the same assignee.","As a result of Space Shuttle Columbia Accident Investigation Board recommendations, an aggressive program to eliminate all External Tank Thermal Protection System debris-shedding at the source was initiated. Terahertz c-scan imaging is an emerging and very effective nondestructive evaluation (NDE) technique used for dielectric materials analysis and quality control in the pharmaceutical, biomedical, security, materials characterization, and aerospace industries.","2","27","2008-06-27"
"US7935259B2","Filtering apparatus and method of use","A method of forming an array of pointed structures comprises depositing a ferrofluid on a substrate, applying a magnetic field to the ferrofluid to generate an array of surface protrusions, and solidifying the surface protrusions to form the array of pointed structures. The pointed structures may have a tip radius ranging from approximately 10 nm to approximately 25 μm. Solidifying the surface protrusions may be carried out at a temperature ranging from approximately 10 degrees C. to approximately 30 degrees C.
  ","The invention described herein was made by an employee or employees of the United States Government and may be manufactured and used by or for the Government of the United States of America for governmental purposes without the payment of any royalties thereon or therefor.","Separation of substances such as fluids into their constituent parts is of particular interest for many industrial processes. Traditional separation methods for fluids include distillation and absorption. Another approach toward separation of substances comprises the use of a membrane, which may be quite cost and energy effective as compared to other traditional methods. An ideal membrane would have excellent stability under a variety of processing conditions, would have high selectivity for the constituent parts of interest, and would have a high molecular through-put or “flux” with a conversely small driving force. Materials with high flux tend to also have low selectivity, and vice versa. Thus, new materials and processes for fabrication of a membrane that can overcome these fundamental hurdles could drastically reduce the energy consumed in present-day operations toward separation of substances. As the long-felt need for development of a more efficient, low power separation or filtration system or apparatus capable of use at remote locations continues, new technologies are being examined and applied.","1","24","2008-07-03"
"US7935297B2","Method of forming pointed structures","An electroactive material comprises multiple layers of electroactive composite with each layer having unique dielectric, electrical and mechanical properties that define an electromechanical operation thereof when affected by an external stimulus. For example, each layer can be (i) a 2-phase composite made from a polymer with polarizable moieties and an effective amount of carbon nanotubes incorporated in the polymer for a predetermined electomechanical operation, or (ii) a 3-phase composite having the elements of the 2-phase composite and further including a third component of micro-sized to nano-sized particles of an electroactive ceramic incorporated in the polymer matrix.
  ","The benefit of priority is claimed under 35 U.S.C. 119(e) of U.S. Provisional Patent Application No. 60/660,077 filed Mar. 4, 2005, entitled “Template for Deposition of Micron and Sub-Micron Pointed Structures,” which is incorporated by reference herein in its entirety.","The present invention relates to a method of forming pointed structures and, more particularly, to a method of forming nanoscale pointed structures using a ferrofluid.","1","17","2005-03-04"
"US7935414B2","Multilayer electroactive polymer composite material","A method is disclosed that provides a self-aligned nitrogen-implant particularly suited for a Junction Field Effect Transistor (JFET) semiconductor device preferably comprised of a silicon carbide (SiC). This self-aligned nitrogen-implant allows for the realization of durable and stable electrical functionality of high temperature transistors such as JFETs. The method implements the self-aligned nitrogen-implant having predetermined dimensions, at a particular step in the fabrication process, so that the SiC junction field effect transistors are capable of being electrically operating continuously at 500° C. for over 10,000 hours in an air ambient with less than a 10% change in operational transistor parameters.
  ","This patent application is a continuation of Ser. No. 11/081,888, entitled “Multilayer Electroactive Polymer Composite Material,” filed Mar. 9, 2005, issued as U.S. Pat. No. 7,507,472. This application is also with related patent applications of Ser. No. 11/076,460, issued as U.S. Pat. No. 7,402,264 and of Ser. No. 12/109,490, issued as U.S. Pat. No. 7,527,751; by the same inventors as this patent application. This patent application claims the benefit of U.S. Provisional Patent Application No. 60/551,055 filed Mar. 9, 2004.","This invention relates to electroactive materials. More specifically, the invention relates to a multilayer electroactive composite material made from layers of electroactive materials wherein each layer is tailored in terms of its dielectric, electric and mechanical properties.","10","11","2004-03-09"
"US7935601B1","Method for providing semiconductors having self-aligned ion implant","Method and system for detecting presence of biomolecules in a selected subset, or in each of several selected subsets, in a fluid. Each of an array of two or more carbon nanotubes (“CNTs”) is connected at a first CNT end to one or more electronics devices, each of which senses a selected electrochemical signal that is generated when a target biomolecule in the selected subset becomes attached to a functionalized second end of the CNT, which is covalently bonded with a probe molecule. This approach indicates when target biomolecules in the selected subset are present and indicates presence or absence of target biomolecules in two or more selected subsets. Alternatively, presence of absence of an analyte can be detected.
  ","The invention described herein was made by an employee of the United States Government and may be used by or for the Government for governmental purposes without payment of any royalties thereon or therefor.","As the reliable operating temperature envelope of integrated silicon electronics has been expanded from 125° C. to temperatures above 200° C., these electronics have found beneficial use in aerospace, automotive, industrial and energy production systems. Further extension of the reliable operational envelope of semiconductor electronics above 300° C. is also expected to offer additional benefits to these industries, particularly in aerospace combustion engine applications where operating temperatures can approach or exceed 600° C. The emergence of wide band gap semiconductors including silicon carbide (SiC), diamond, and gallium nitride (GaN), has enabled short-term electrical device demonstrations at ambient temperatures from 500° C. to 650° C. However, these devices have previously not demonstrated sufficient long-term durability when electronically operated at these high temperatures to be considered viable for most envisioned applications. It is desired to provide a method for fabricating semiconductor devices that may be successfully operated continuously at temperatures of at least 500° C. for over at least 10,000 hours in air ambient with no more than a 10% change in operational transistor electrical parameters.","3","3","2009-09-04"
"US7939734B1","Biochemical sensors using carbon nanotube arrays","Method and system for rapid and accurate determination of each of a sequence of unknown polymer components, such as nucleic acid components. A self-assembling monolayer of a selected substance is optionally provided on an interior surface of a pipette tip, and the interior surface is immersed in a selected liquid. A selected electrical field is impressed in a longitudinal or transverse direction at the tip, a polymer sequence is passed through the tip, and a change in an electrical current signal is measured as each polymer component passes through the tip. Each measured change in electrical current signals is compared with a database of reference signals, with each reference signal identified with a polymer component, to identify the unknown polymer component. The tip preferably has a pore inner diameter of no more than about 40 nm and is prepared by heating and pulling a very small section of a glass tubing.
  ","This invention was made, in whole or in part, by one or more employees of the U.S. Government, which has the right to make, use and/or sell the invention without payment of royalties therefor.","The clinical laboratory is experiencing a revolution in reducing the cost and time required for molecular diagnostics. This development is increasingly important for implementing aspects of the Human Genome Project. A lack of procedures for quickly, accurately and inexpensively detecting presence of specific molecular signatures has become a bottleneck limiting use of relevant genetic information. Presently, molecular diagnostics is highly labor-intensive, with little automation or integration. Miniaturization technologies that integrate engineering capabilities and microelectromechanical systems (MEMS) with molecular biology expertise would allow molecular signature tests to be performed in microchips.","5","9","2004-06-14"
